9x19_left2_right2,9,19,4,84,22,Time: 154.038 : 
(1,1)|(5,0)|(4,17)|(1,17)|
(1,2)|(5,1)|(4,16)|(2,17)|
(1,3)|(6,1)|(4,15)|(3,17)|
(1,4)|(7,1)|(4,14)|(4,17)|
(1,5)|(7,2)|(4,13)|(4,16)|
(1,6)|(7,3)|(4,12)|(4,15)|
(1,7)|(7,4)|(4,11)|(4,14)|
(1,8)|(7,5)|(4,10)|(4,13)|
(1,9)|(7,6)|(4,9)|(4,12)|
(1,10)|(7,7)|(4,8)|(4,11)|
(1,11)|(7,8)|(4,7)|(4,10)|
(1,12)|(7,9)|(4,6)|(4,9)|
(1,13)|(6,9)|(4,5)|(4,8)|
(1,14)|(5,9)|(4,4)|(4,7)|
(1,15)|(4,9)|(4,3)|(4,6)|
(1,16)|(4,10)|(4,2)|(4,5)|
(1,17)|(4,11)|(4,1)|(4,4)|
(1,18)|(4,12)|(3,1)|(4,3)|
(2,18)|(4,13)|(3,1)|(4,2)|
(2,18)|(4,14)|(3,1)|(4,1)|
(2,18)|(4,15)|(3,1)|(5,1)|
(2,18)|(4,16)|(3,1)|(6,1)|
(2,18)|(4,17)|(3,1)|(6,0)|
(2,18)|(3,17)|(3,1)|(6,0)|
(2,18)|(3,18)|(3,1)|(6,0)|
