9x19_left2_right2,9,19,4,84,16,Time: 73.4939999999999 : 
(6,1)|(1,1)|(8,17)|(0,18)|
(5,1)|(1,2)|(7,17)|(0,17)|
(4,1)|(1,3)|(7,16)|(1,17)|
(4,2)|(1,4)|(7,15)|(1,16)|
(4,3)|(1,5)|(7,14)|(1,15)|
(4,4)|(1,6)|(7,13)|(1,14)|
(4,5)|(1,7)|(7,12)|(1,13)|
(4,6)|(1,8)|(7,11)|(1,12)|
(4,7)|(1,9)|(7,10)|(1,11)|
(4,8)|(1,9)|(7,9)|(1,10)|
(4,9)|(2,9)|(6,9)|(1,9)|
(4,10)|(1,9)|(5,9)|(1,8)|
(4,11)|(1,10)|(4,9)|(1,7)|
(4,12)|(1,11)|(4,8)|(1,6)|
(4,13)|(1,12)|(4,7)|(1,5)|
(4,14)|(1,13)|(4,6)|(1,4)|
(4,15)|(1,14)|(4,5)|(1,3)|
(4,16)|(1,15)|(4,4)|(1,2)|
(4,17)|(1,16)|(4,3)|(1,1)|
(4,18)|(1,17)|(4,2)|(1,0)|
(3,18)|(1,17)|(4,1)|(1,0)|
(2,18)|(1,17)|(3,1)|(1,0)|
