9x19_left2_right2,9,19,4,84,14,Time: 20.24 : 
(0,0)|(5,0)|(6,18)|(3,17)|
(0,1)|(4,0)|(5,18)|(4,17)|
(1,1)|(3,0)|(4,18)|(4,16)|
(1,2)|(2,0)|(4,17)|(4,15)|
(1,3)|(1,0)|(4,16)|(4,14)|
(1,4)|(1,1)|(4,15)|(4,13)|
(1,5)|(1,2)|(4,14)|(4,12)|
(1,6)|(1,3)|(4,13)|(4,11)|
(1,7)|(1,4)|(4,12)|(4,10)|
(1,8)|(1,5)|(4,11)|(4,9)|
(1,9)|(1,6)|(4,10)|(4,8)|
(1,10)|(1,7)|(4,9)|(4,7)|
(1,11)|(1,8)|(3,9)|(4,6)|
(1,12)|(1,9)|(2,9)|(4,5)|
(1,13)|(1,10)|(1,9)|(4,4)|
(1,14)|(1,11)|(1,8)|(4,3)|
(1,15)|(1,12)|(1,7)|(4,2)|
(1,16)|(1,13)|(1,6)|(4,1)|
(1,17)|(1,14)|(1,5)|(5,1)|
(1,18)|(1,15)|(1,4)|(6,1)|
(2,18)|(1,16)|(1,3)|(6,1)|
(2,18)|(1,17)|(1,2)|(6,1)|
(2,18)|(1,17)|(1,1)|(6,1)|
(2,18)|(1,17)|(1,0)|(6,1)|
