9x19_left2_right2,9,19,4,84,23,Time: 4.17799999999988 : 
(2,0)|(5,1)|(4,18)|(5,18)|
(2,1)|(6,1)|(4,17)|(4,18)|
(1,1)|(7,1)|(4,16)|(4,17)|
(1,2)|(7,2)|(4,15)|(4,16)|
(1,3)|(7,3)|(4,14)|(4,15)|
(1,4)|(7,4)|(4,13)|(4,14)|
(1,5)|(7,5)|(4,12)|(4,13)|
(1,6)|(7,6)|(4,11)|(4,12)|
(1,7)|(7,7)|(4,10)|(4,11)|
(1,8)|(7,8)|(4,9)|(4,10)|
(1,9)|(7,9)|(4,8)|(4,9)|
(1,10)|(7,10)|(4,7)|(4,8)|
(1,11)|(7,11)|(4,6)|(4,7)|
(1,12)|(7,12)|(4,5)|(4,6)|
(1,13)|(7,13)|(4,4)|(4,5)|
(1,14)|(7,14)|(4,3)|(4,4)|
(1,15)|(7,15)|(4,2)|(4,3)|
(1,16)|(7,16)|(4,1)|(4,2)|
(1,17)|(7,17)|(4,0)|(4,1)|
(2,17)|(7,18)|(5,0)|(4,1)|
