9x19_left2_right2,9,19,4,84,7,Time: 47.614 : 
(1,1)|(6,0)|(7,18)|(7,17)|
(1,2)|(6,1)|(7,17)|(6,17)|
(1,3)|(7,1)|(7,16)|(5,17)|
(1,4)|(7,2)|(7,15)|(4,17)|
(1,5)|(7,3)|(7,14)|(3,17)|
(1,6)|(7,4)|(7,13)|(2,17)|
(1,7)|(7,5)|(7,12)|(1,17)|
(1,8)|(7,6)|(7,11)|(1,16)|
(1,9)|(7,7)|(7,10)|(1,15)|
(2,9)|(7,8)|(7,9)|(1,14)|
(3,9)|(7,9)|(8,9)|(1,13)|
(4,9)|(7,10)|(7,9)|(1,12)|
(4,10)|(7,11)|(7,8)|(1,11)|
(4,11)|(7,12)|(7,7)|(1,10)|
(4,12)|(7,13)|(7,6)|(1,9)|
(4,13)|(7,14)|(7,5)|(1,8)|
(4,14)|(7,15)|(7,4)|(1,7)|
(4,15)|(7,16)|(7,3)|(1,6)|
(4,16)|(7,17)|(7,2)|(1,5)|
(4,17)|(8,17)|(7,1)|(1,4)|
(4,18)|(8,17)|(6,1)|(1,3)|
(4,18)|(8,17)|(6,1)|(1,2)|
(4,18)|(8,17)|(6,1)|(1,1)|
(4,18)|(8,17)|(6,1)|(0,1)|
