9x19_left2_right2,9,19,4,84,8,Time: 73.722 : 
(1,1)|(0,0)|(7,17)|(1,17)|
(2,1)|(0,1)|(7,16)|(1,16)|
(3,1)|(1,1)|(7,15)|(1,15)|
(4,1)|(2,1)|(7,14)|(1,14)|
(4,2)|(3,1)|(7,13)|(1,13)|
(4,3)|(4,1)|(7,12)|(1,12)|
(4,4)|(4,2)|(7,11)|(1,11)|
(4,5)|(4,3)|(7,10)|(1,10)|
(4,6)|(4,4)|(7,9)|(1,9)|
(4,7)|(4,5)|(7,8)|(1,8)|
(4,8)|(4,6)|(7,7)|(1,7)|
(4,9)|(4,7)|(7,6)|(1,6)|
(4,10)|(4,8)|(7,5)|(1,5)|
(4,11)|(4,9)|(7,4)|(1,4)|
(4,12)|(4,10)|(7,3)|(1,3)|
(4,13)|(4,11)|(7,2)|(1,2)|
(4,14)|(4,12)|(7,1)|(1,1)|
(4,15)|(4,13)|(7,0)|(2,1)|
(4,16)|(4,14)|(7,0)|(3,1)|
(4,17)|(4,15)|(7,0)|(4,1)|
(4,18)|(4,16)|(7,0)|(5,1)|
(4,18)|(4,17)|(7,0)|(5,1)|
(4,18)|(5,17)|(7,0)|(5,1)|
(4,18)|(5,18)|(7,0)|(5,1)|
(4,18)|(6,18)|(7,0)|(5,1)|
