9x19_left2_right2,9,19,4,84,27,Time: 33.1770000000001 : 
(3,1)|(4,0)|(8,17)|(5,18)|
(2,1)|(4,1)|(7,17)|(5,17)|
(1,1)|(4,2)|(7,16)|(6,17)|
(1,2)|(4,3)|(7,15)|(7,17)|
(1,3)|(4,4)|(7,14)|(7,16)|
(1,4)|(4,5)|(7,13)|(7,15)|
(1,5)|(4,6)|(7,12)|(7,14)|
(1,6)|(4,7)|(7,11)|(7,13)|
(1,7)|(4,8)|(7,10)|(7,12)|
(1,8)|(4,9)|(7,9)|(7,11)|
(1,9)|(4,10)|(6,9)|(7,10)|
(1,10)|(4,11)|(5,9)|(7,9)|
(1,11)|(4,12)|(4,9)|(7,8)|
(1,12)|(4,13)|(3,9)|(7,7)|
(1,13)|(4,14)|(2,9)|(7,6)|
(1,14)|(4,15)|(1,9)|(7,5)|
(1,15)|(4,16)|(1,8)|(7,4)|
(1,16)|(4,17)|(1,7)|(7,3)|
(1,17)|(3,17)|(1,6)|(7,2)|
(1,17)|(2,17)|(1,5)|(7,1)|
(1,17)|(2,18)|(1,4)|(7,1)|
(1,17)|(1,18)|(1,3)|(7,1)|
(1,17)|(0,18)|(1,2)|(7,1)|
(1,17)|(0,17)|(1,1)|(7,1)|
(1,17)|(0,17)|(0,1)|(7,1)|
