9x19_left2_right2,9,19,4,84,10,Time: 129.6 : 
(2,1)|(5,1)|(4,18)|(0,17)|
(3,1)|(4,1)|(4,17)|(1,17)|
(4,1)|(4,2)|(4,16)|(1,16)|
(5,1)|(4,3)|(4,15)|(1,15)|
(6,1)|(4,4)|(4,14)|(1,14)|
(7,1)|(4,5)|(4,13)|(1,13)|
(7,2)|(4,6)|(4,12)|(1,12)|
(7,3)|(4,7)|(4,11)|(1,11)|
(7,4)|(4,8)|(4,10)|(1,10)|
(7,5)|(4,9)|(4,10)|(1,9)|
(7,6)|(3,9)|(4,9)|(1,8)|
(7,7)|(2,9)|(4,8)|(1,7)|
(7,8)|(1,9)|(4,7)|(1,6)|
(7,9)|(1,10)|(4,6)|(1,5)|
(7,10)|(1,11)|(4,5)|(1,4)|
(7,11)|(1,12)|(4,4)|(1,3)|
(7,12)|(1,13)|(4,3)|(1,2)|
(7,13)|(1,14)|(4,2)|(1,1)|
(7,14)|(1,15)|(4,1)|(2,1)|
(7,15)|(1,16)|(4,0)|(2,1)|
(7,16)|(1,17)|(4,0)|(2,1)|
(7,17)|(2,17)|(4,0)|(2,1)|
