9x19_left2_right2,9,19,4,84,29,Time: 16.375 : 
(7,0)|(6,1)|(1,18)|(4,17)|
(6,0)|(5,1)|(1,17)|(4,16)|
(5,0)|(4,1)|(1,16)|(4,15)|
(4,0)|(4,2)|(1,15)|(4,14)|
(4,1)|(4,3)|(1,14)|(4,13)|
(4,2)|(4,4)|(1,13)|(4,12)|
(4,3)|(4,5)|(1,12)|(4,11)|
(4,4)|(4,6)|(1,11)|(4,10)|
(4,5)|(4,7)|(1,10)|(4,9)|
(4,6)|(4,8)|(1,9)|(5,9)|
(4,7)|(4,9)|(1,8)|(6,9)|
(4,8)|(4,10)|(1,7)|(7,9)|
(4,9)|(4,11)|(1,6)|(7,8)|
(3,9)|(4,12)|(1,5)|(7,7)|
(2,9)|(4,13)|(1,4)|(7,6)|
(1,9)|(4,14)|(1,3)|(7,5)|
(1,10)|(4,15)|(1,2)|(7,4)|
(1,11)|(4,16)|(1,1)|(7,3)|
(1,12)|(4,17)|(1,0)|(7,2)|
(1,13)|(4,17)|(2,0)|(7,1)|
(1,14)|(4,17)|(3,0)|(8,1)|
(1,15)|(4,17)|(3,0)|(8,0)|
(1,16)|(4,17)|(3,0)|(8,0)|
(1,17)|(4,17)|(3,0)|(8,0)|
