9x19_left2_right2,9,19,4,84,3,Time: 41.973 : 
(7,1)|(4,1)|(0,18)|(7,17)|
(6,1)|(4,2)|(0,17)|(7,16)|
(5,1)|(4,3)|(1,17)|(7,15)|
(4,1)|(4,4)|(1,16)|(7,14)|
(4,2)|(4,5)|(1,15)|(7,13)|
(4,3)|(4,6)|(1,14)|(7,12)|
(4,4)|(4,7)|(1,13)|(7,11)|
(4,5)|(4,8)|(1,12)|(7,10)|
(4,6)|(4,9)|(1,11)|(7,9)|
(4,7)|(4,10)|(1,10)|(7,8)|
(4,8)|(4,11)|(1,9)|(7,7)|
(4,9)|(4,12)|(1,8)|(7,6)|
(4,10)|(4,13)|(1,7)|(7,5)|
(4,11)|(4,14)|(1,6)|(7,4)|
(4,12)|(4,15)|(1,5)|(7,3)|
(4,13)|(4,16)|(1,4)|(7,2)|
(4,14)|(4,17)|(1,3)|(7,1)|
(4,15)|(4,18)|(1,2)|(7,1)|
(4,16)|(3,18)|(1,1)|(7,1)|
(4,17)|(2,18)|(2,1)|(7,1)|
(4,18)|(2,18)|(3,1)|(7,1)|
(5,18)|(2,18)|(4,1)|(7,1)|
(5,18)|(2,18)|(5,1)|(7,1)|
(5,18)|(2,18)|(6,1)|(7,1)|
