9x19_left2_right2,9,19,4,84,18,Time: 82.3979999999999 : 
(2,0)|(4,0)|(8,18)|(3,17)|
(2,1)|(4,1)|(7,18)|(4,17)|
(3,1)|(5,1)|(6,18)|(4,16)|
(4,1)|(6,1)|(5,18)|(4,15)|
(5,1)|(7,1)|(4,18)|(4,14)|
(6,1)|(7,2)|(3,18)|(4,13)|
(7,1)|(7,3)|(2,18)|(4,12)|
(7,2)|(7,4)|(1,18)|(4,11)|
(7,3)|(7,5)|(1,17)|(4,10)|
(7,4)|(7,6)|(1,16)|(4,9)|
(7,5)|(7,7)|(1,15)|(4,8)|
(7,6)|(7,8)|(1,14)|(4,7)|
(7,7)|(7,9)|(1,13)|(4,6)|
(7,8)|(7,10)|(1,12)|(4,5)|
(7,9)|(7,11)|(1,11)|(4,4)|
(7,10)|(7,12)|(1,10)|(4,3)|
(7,11)|(7,13)|(1,9)|(4,2)|
(7,12)|(7,14)|(1,8)|(4,1)|
(7,13)|(7,15)|(1,7)|(4,1)|
(7,14)|(7,16)|(1,6)|(4,1)|
(7,15)|(7,17)|(1,5)|(4,1)|
(7,16)|(7,18)|(1,4)|(4,1)|
(7,17)|(6,18)|(1,3)|(4,1)|
(8,17)|(6,18)|(1,2)|(4,1)|
(8,17)|(6,18)|(1,1)|(4,1)|
(8,17)|(6,18)|(1,0)|(4,1)|
