9x19_left2_right2,9,19,4,84,15,Time: 70.2849999999999 : 
(1,1)|(3,0)|(0,18)|(2,17)|
(1,2)|(3,1)|(1,18)|(1,17)|
(1,3)|(4,1)|(1,17)|(1,16)|
(1,4)|(4,2)|(1,16)|(1,15)|
(1,5)|(4,3)|(1,15)|(1,14)|
(1,6)|(4,4)|(1,14)|(1,13)|
(1,7)|(4,5)|(1,13)|(1,12)|
(1,8)|(4,6)|(1,12)|(1,11)|
(1,9)|(4,7)|(1,11)|(1,10)|
(2,9)|(4,8)|(1,10)|(1,9)|
(3,9)|(4,9)|(1,9)|(1,8)|
(4,9)|(4,10)|(2,9)|(1,7)|
(4,10)|(4,11)|(3,9)|(1,6)|
(4,11)|(4,12)|(4,9)|(1,5)|
(4,12)|(4,13)|(4,8)|(1,4)|
(4,13)|(4,14)|(4,7)|(1,3)|
(4,14)|(4,15)|(4,6)|(1,2)|
(4,15)|(4,16)|(4,5)|(1,1)|
(4,16)|(4,17)|(4,4)|(2,1)|
(4,17)|(4,18)|(4,3)|(3,1)|
(4,17)|(3,18)|(4,2)|(3,1)|
(4,17)|(3,18)|(4,1)|(3,1)|
(4,17)|(3,18)|(5,1)|(3,1)|
(4,17)|(3,18)|(6,1)|(3,1)|
