9x19_left2_right2,9,19,4,84,19,Time: 68.652 : 
(6,0)|(0,1)|(8,17)|(0,18)|
(6,1)|(1,1)|(7,17)|(0,17)|
(5,1)|(1,2)|(7,16)|(1,17)|
(4,1)|(1,3)|(7,15)|(1,16)|
(4,2)|(1,4)|(7,14)|(1,15)|
(4,3)|(1,5)|(7,13)|(1,14)|
(4,4)|(1,6)|(7,12)|(1,13)|
(4,5)|(1,7)|(7,11)|(1,12)|
(4,6)|(1,8)|(7,10)|(1,11)|
(4,7)|(1,9)|(7,9)|(1,10)|
(4,8)|(2,9)|(6,9)|(1,9)|
(4,9)|(1,9)|(5,9)|(1,8)|
(4,10)|(1,10)|(4,9)|(1,7)|
(4,11)|(1,11)|(3,9)|(1,6)|
(4,12)|(1,12)|(2,9)|(1,5)|
(4,13)|(1,13)|(1,9)|(1,4)|
(4,14)|(1,14)|(1,8)|(1,3)|
(4,15)|(1,15)|(1,7)|(1,2)|
(4,16)|(1,16)|(1,6)|(1,1)|
(4,17)|(1,17)|(1,5)|(0,1)|
(3,17)|(1,18)|(1,4)|(0,1)|
(2,17)|(2,18)|(1,3)|(0,1)|
(2,17)|(2,18)|(1,2)|(0,1)|
(2,17)|(2,18)|(1,1)|(0,1)|
(2,17)|(2,18)|(1,0)|(0,1)|
(2,17)|(2,18)|(0,0)|(0,1)|
