9x19_left2_right2,9,19,4,84,13,Time: 24.722 : 
(4,1)|(5,1)|(3,17)|(6,17)|
(4,2)|(4,1)|(4,17)|(5,17)|
(4,3)|(3,1)|(4,16)|(4,17)|
(4,4)|(2,1)|(4,15)|(4,16)|
(4,5)|(1,1)|(4,14)|(4,15)|
(4,6)|(1,2)|(4,13)|(4,14)|
(4,7)|(1,3)|(4,12)|(4,13)|
(4,8)|(1,4)|(4,11)|(4,12)|
(4,9)|(1,5)|(4,10)|(4,11)|
(5,9)|(1,6)|(4,9)|(4,10)|
(6,9)|(1,7)|(4,8)|(4,9)|
(7,9)|(1,8)|(4,7)|(4,8)|
(7,10)|(1,9)|(4,6)|(4,7)|
(7,11)|(1,10)|(4,5)|(4,6)|
(7,12)|(1,11)|(4,4)|(4,5)|
(7,13)|(1,12)|(4,3)|(4,4)|
(7,14)|(1,13)|(4,2)|(4,3)|
(7,15)|(1,14)|(4,1)|(4,2)|
(7,16)|(1,15)|(5,1)|(4,1)|
(7,17)|(1,16)|(6,1)|(3,1)|
(8,17)|(1,17)|(7,1)|(3,0)|
(8,17)|(0,17)|(7,1)|(3,0)|
(8,17)|(0,18)|(7,1)|(3,0)|
