9x19_left2_right2,9,19,4,84,24,Time: 88.2730000000001 : 
(7,1)|(5,1)|(1,18)|(8,17)|
(7,2)|(4,1)|(1,17)|(7,17)|
(7,3)|(4,2)|(1,16)|(7,16)|
(7,4)|(4,3)|(1,15)|(7,15)|
(7,5)|(4,4)|(1,14)|(7,14)|
(7,6)|(4,5)|(1,13)|(7,13)|
(7,7)|(4,6)|(1,12)|(7,12)|
(7,8)|(4,7)|(1,11)|(7,11)|
(7,9)|(4,8)|(1,10)|(7,10)|
(8,9)|(4,9)|(1,9)|(7,9)|
(7,9)|(4,10)|(1,8)|(7,8)|
(7,10)|(4,11)|(1,7)|(7,7)|
(7,11)|(4,12)|(1,6)|(7,6)|
(7,12)|(4,13)|(1,5)|(7,5)|
(7,13)|(4,14)|(1,4)|(7,4)|
(7,14)|(4,15)|(1,3)|(7,3)|
(7,15)|(4,16)|(1,2)|(7,2)|
(7,16)|(4,17)|(1,1)|(7,1)|
(7,17)|(3,17)|(2,1)|(6,1)|
(6,17)|(3,17)|(3,1)|(5,1)|
(6,18)|(3,17)|(4,1)|(5,0)|
(6,18)|(3,17)|(5,1)|(4,0)|
(6,18)|(3,17)|(5,0)|(4,0)|
