9x19_left2_right2,9,19,10,84,12,Time: 2204.86500000022 : 
(1,1)|(3,0)|(2,0)|(0,0)|(1,0)|(6,18)|(7,17)|(5,18)|(5,17)|(3,17)|
(1,2)|(2,0)|(1,0)|(0,1)|(1,1)|(6,17)|(7,16)|(4,18)|(4,17)|(3,18)|
(1,3)|(2,1)|(1,0)|(1,1)|(1,2)|(7,17)|(7,15)|(4,17)|(4,16)|(4,18)|
(1,4)|(2,1)|(1,1)|(1,2)|(1,3)|(7,16)|(7,14)|(4,16)|(4,15)|(5,18)|
(1,5)|(1,1)|(1,2)|(1,3)|(1,4)|(7,15)|(7,13)|(4,15)|(4,14)|(6,18)|
(1,6)|(1,2)|(1,3)|(1,4)|(1,5)|(7,14)|(7,12)|(4,14)|(4,13)|(7,18)|
(1,7)|(1,3)|(1,4)|(1,5)|(1,6)|(7,13)|(7,11)|(4,13)|(4,12)|(7,17)|
(1,8)|(1,4)|(1,5)|(1,6)|(1,7)|(7,12)|(7,10)|(4,12)|(4,11)|(7,16)|
(1,9)|(1,5)|(1,6)|(1,7)|(1,8)|(7,11)|(7,9)|(4,11)|(4,10)|(7,15)|
(1,10)|(1,6)|(1,7)|(1,8)|(1,9)|(7,10)|(7,8)|(4,10)|(4,9)|(7,14)|
(1,11)|(1,7)|(1,8)|(1,9)|(1,10)|(7,9)|(7,7)|(4,9)|(4,8)|(7,13)|
(1,12)|(1,8)|(1,9)|(1,10)|(1,11)|(7,8)|(7,6)|(4,8)|(4,7)|(7,12)|
(1,13)|(1,9)|(1,10)|(1,11)|(1,12)|(7,7)|(7,5)|(4,7)|(4,6)|(7,11)|
(1,14)|(1,10)|(1,11)|(1,12)|(1,13)|(7,6)|(7,4)|(4,6)|(4,5)|(7,10)|
(1,15)|(1,11)|(1,12)|(1,13)|(1,14)|(7,5)|(7,3)|(4,5)|(4,4)|(7,9)|
(1,16)|(1,12)|(1,13)|(1,14)|(1,15)|(7,4)|(7,2)|(4,4)|(4,3)|(7,8)|
(1,17)|(1,13)|(1,14)|(1,15)|(1,16)|(7,3)|(7,1)|(4,3)|(4,2)|(7,7)|
(1,18)|(1,14)|(1,15)|(1,16)|(1,17)|(7,2)|(6,1)|(4,2)|(4,1)|(7,6)|
(2,18)|(1,15)|(1,16)|(1,17)|(2,17)|(7,1)|(5,1)|(4,1)|(3,1)|(7,5)|
(2,18)|(1,16)|(1,17)|(2,17)|(3,17)|(7,0)|(5,0)|(4,1)|(3,1)|(7,4)|
(2,18)|(1,17)|(2,17)|(3,17)|(4,17)|(7,0)|(4,0)|(4,1)|(3,1)|(7,3)|
(2,18)|(1,17)|(3,17)|(3,18)|(4,17)|(7,0)|(3,0)|(4,1)|(3,1)|(7,2)|
(2,18)|(1,17)|(3,18)|(4,18)|(4,17)|(7,0)|(2,0)|(4,1)|(3,1)|(7,1)|
(2,18)|(1,17)|(3,18)|(5,18)|(4,17)|(7,0)|(2,1)|(4,1)|(3,1)|(8,1)|
(2,18)|(1,17)|(3,18)|(5,18)|(4,17)|(7,0)|(2,1)|(4,1)|(3,1)|(8,0)|
