9x19_left2_right2,9,19,10,84,21,Time: 17718.4950000001 : 
(4,0)|(1,0)|(8,0)|(1,1)|(6,1)|(0,18)|(4,17)|(5,17)|(7,17)|(8,18)|
(5,0)|(1,1)|(8,1)|(1,2)|(7,1)|(1,18)|(4,16)|(4,17)|(7,16)|(7,18)|
(5,1)|(1,2)|(7,1)|(1,3)|(7,2)|(2,18)|(4,15)|(4,16)|(7,15)|(6,18)|
(6,1)|(1,3)|(7,2)|(1,4)|(7,3)|(3,18)|(4,14)|(4,15)|(7,14)|(5,18)|
(7,1)|(1,4)|(7,3)|(1,5)|(7,4)|(3,17)|(4,13)|(4,14)|(7,13)|(4,18)|
(7,2)|(1,5)|(7,4)|(1,6)|(7,5)|(3,17)|(4,12)|(4,13)|(7,12)|(4,17)|
(7,3)|(1,6)|(7,5)|(1,7)|(7,6)|(4,17)|(4,11)|(4,12)|(7,11)|(4,16)|
(7,4)|(1,7)|(7,6)|(1,8)|(7,7)|(4,16)|(4,10)|(4,11)|(7,10)|(4,15)|
(7,5)|(1,8)|(7,7)|(1,9)|(7,8)|(4,15)|(4,9)|(4,10)|(7,9)|(4,14)|
(7,6)|(1,9)|(7,8)|(2,9)|(7,9)|(4,14)|(4,8)|(4,9)|(6,9)|(4,13)|
(7,7)|(1,10)|(7,9)|(3,9)|(7,10)|(4,13)|(4,7)|(4,8)|(6,9)|(4,12)|
(7,8)|(1,11)|(7,10)|(4,9)|(7,11)|(4,12)|(4,6)|(4,7)|(7,9)|(4,11)|
(7,9)|(1,12)|(7,11)|(5,9)|(7,12)|(4,11)|(4,5)|(4,6)|(6,9)|(4,10)|
(7,10)|(1,13)|(7,12)|(6,9)|(7,13)|(4,10)|(4,4)|(4,5)|(7,9)|(4,9)|
(7,11)|(1,14)|(7,13)|(7,9)|(7,14)|(4,9)|(4,3)|(4,4)|(7,8)|(4,8)|
(7,12)|(1,15)|(7,14)|(7,10)|(7,15)|(4,8)|(4,2)|(4,3)|(7,7)|(4,7)|
(7,13)|(1,16)|(7,15)|(7,11)|(7,16)|(4,7)|(4,1)|(4,2)|(7,6)|(4,6)|
(7,14)|(1,17)|(7,16)|(7,12)|(7,17)|(4,6)|(4,0)|(4,1)|(7,5)|(4,5)|
(7,15)|(1,18)|(7,17)|(7,13)|(6,17)|(4,5)|(5,0)|(3,1)|(7,4)|(4,4)|
(7,16)|(1,18)|(6,17)|(7,14)|(5,17)|(4,4)|(6,0)|(2,1)|(7,3)|(4,3)|
(7,17)|(1,18)|(5,17)|(7,15)|(5,18)|(4,3)|(6,0)|(1,1)|(7,2)|(4,2)|
(7,18)|(1,18)|(4,17)|(7,16)|(5,18)|(4,2)|(6,0)|(1,1)|(7,1)|(4,1)|
(6,18)|(1,18)|(3,17)|(7,17)|(5,18)|(4,1)|(6,0)|(1,1)|(7,1)|(4,0)|
(6,18)|(1,18)|(2,17)|(7,17)|(5,18)|(5,1)|(6,0)|(1,1)|(7,1)|(4,0)|
(6,18)|(1,18)|(2,17)|(7,17)|(5,18)|(5,0)|(6,0)|(1,1)|(7,1)|(4,0)|
