9x19_left2_right2,9,19,10,84,25,Time: 295.287000000011 : 
(2,1)|(0,0)|(6,0)|(1,1)|(6,1)|(1,17)|(2,18)|(8,18)|(6,18)|(3,18)|
(3,1)|(0,1)|(5,0)|(1,2)|(5,1)|(1,16)|(1,18)|(7,18)|(6,17)|(2,18)|
(3,1)|(1,1)|(4,0)|(1,3)|(4,1)|(1,15)|(1,17)|(6,18)|(7,17)|(1,18)|
(4,1)|(2,1)|(4,0)|(1,4)|(4,2)|(1,14)|(1,16)|(5,18)|(7,16)|(1,17)|
(5,1)|(3,1)|(4,1)|(1,5)|(4,3)|(1,13)|(1,15)|(4,18)|(7,15)|(1,16)|
(6,1)|(4,1)|(4,2)|(1,6)|(4,4)|(1,12)|(1,14)|(4,17)|(7,14)|(1,15)|
(7,1)|(5,1)|(4,3)|(1,7)|(4,5)|(1,11)|(1,13)|(3,17)|(7,13)|(1,14)|
(7,2)|(6,1)|(4,4)|(1,8)|(4,6)|(1,10)|(1,12)|(2,17)|(7,12)|(1,13)|
(7,3)|(7,1)|(4,5)|(1,9)|(4,7)|(1,10)|(1,11)|(1,17)|(7,11)|(1,12)|
(7,4)|(7,2)|(4,6)|(2,9)|(4,8)|(1,9)|(1,10)|(1,16)|(7,10)|(1,11)|
(7,5)|(7,3)|(4,7)|(3,9)|(4,9)|(1,8)|(1,9)|(1,15)|(7,9)|(1,10)|
(7,6)|(7,4)|(4,8)|(4,9)|(4,10)|(1,7)|(1,8)|(1,14)|(6,9)|(1,9)|
(7,7)|(7,5)|(4,9)|(4,10)|(4,11)|(1,6)|(1,7)|(1,13)|(5,9)|(1,8)|
(7,8)|(7,6)|(4,10)|(4,11)|(4,12)|(1,5)|(1,6)|(1,12)|(4,9)|(1,7)|
(7,9)|(7,7)|(4,11)|(4,12)|(4,13)|(1,4)|(1,5)|(1,11)|(4,8)|(1,6)|
(7,10)|(7,8)|(4,12)|(4,13)|(4,14)|(1,3)|(1,4)|(1,10)|(4,7)|(1,5)|
(7,11)|(7,9)|(4,13)|(4,14)|(4,15)|(1,2)|(1,3)|(1,9)|(4,6)|(1,4)|
(7,12)|(7,10)|(4,14)|(4,15)|(4,16)|(1,1)|(1,2)|(1,8)|(4,5)|(1,3)|
(7,13)|(7,11)|(4,15)|(4,16)|(4,17)|(2,1)|(1,1)|(1,7)|(4,4)|(1,2)|
(7,14)|(7,12)|(4,16)|(4,17)|(3,17)|(3,1)|(0,1)|(1,6)|(4,3)|(1,1)|
(7,15)|(7,13)|(4,17)|(4,18)|(2,17)|(3,1)|(0,0)|(1,5)|(4,2)|(0,1)|
(7,16)|(7,14)|(4,18)|(5,18)|(2,17)|(3,1)|(0,0)|(1,4)|(4,1)|(0,1)|
(7,17)|(7,15)|(3,18)|(5,18)|(2,17)|(3,1)|(0,0)|(1,3)|(4,0)|(0,1)|
(7,18)|(7,16)|(3,18)|(5,18)|(2,17)|(3,1)|(0,0)|(1,2)|(4,0)|(0,1)|
(7,18)|(7,17)|(3,18)|(5,18)|(2,17)|(3,1)|(0,0)|(1,1)|(4,0)|(0,1)|
(7,18)|(7,17)|(3,18)|(5,18)|(2,17)|(3,1)|(0,0)|(2,1)|(4,0)|(0,1)|
