9x19_left2_right2,9,19,10,84,3,Time: 27560.524 : 
(4,0)|(8,0)|(3,1)|(2,0)|(0,0)|(2,18)|(6,17)|(5,17)|(3,17)|(2,17)|
(4,1)|(7,0)|(3,0)|(2,1)|(0,1)|(3,18)|(5,17)|(5,18)|(4,17)|(3,17)|
(3,1)|(7,1)|(2,0)|(1,1)|(0,1)|(4,18)|(4,17)|(5,17)|(4,16)|(3,18)|
(2,1)|(7,2)|(1,0)|(1,2)|(1,1)|(5,18)|(4,16)|(4,17)|(4,15)|(4,18)|
(2,1)|(7,3)|(1,1)|(1,3)|(1,2)|(6,18)|(4,15)|(4,16)|(4,14)|(4,17)|
(1,1)|(7,4)|(1,2)|(1,4)|(1,3)|(7,18)|(4,14)|(4,15)|(4,13)|(4,16)|
(1,2)|(7,5)|(1,3)|(1,5)|(1,4)|(7,17)|(4,13)|(4,14)|(4,12)|(4,15)|
(1,3)|(7,6)|(1,4)|(1,6)|(1,5)|(7,16)|(4,12)|(4,13)|(4,11)|(4,14)|
(1,4)|(7,7)|(1,5)|(1,7)|(1,6)|(7,15)|(4,11)|(4,12)|(4,10)|(4,13)|
(1,5)|(7,8)|(1,6)|(1,8)|(1,7)|(7,14)|(4,10)|(4,11)|(4,9)|(4,12)|
(1,6)|(7,9)|(1,7)|(1,9)|(1,8)|(7,13)|(4,9)|(4,10)|(4,8)|(4,11)|
(1,7)|(6,9)|(1,8)|(1,10)|(1,9)|(7,12)|(4,8)|(4,9)|(4,7)|(4,10)|
(1,8)|(5,9)|(1,9)|(1,11)|(1,10)|(7,11)|(4,7)|(4,8)|(4,6)|(4,9)|
(1,9)|(4,9)|(1,10)|(1,12)|(1,11)|(7,10)|(4,6)|(4,7)|(4,5)|(4,8)|
(1,10)|(4,10)|(1,11)|(1,13)|(1,12)|(7,9)|(4,5)|(4,6)|(4,4)|(4,7)|
(1,11)|(4,11)|(1,12)|(1,14)|(1,13)|(7,8)|(4,4)|(4,5)|(4,3)|(4,6)|
(1,12)|(4,12)|(1,13)|(1,15)|(1,14)|(7,7)|(4,3)|(4,4)|(4,2)|(4,5)|
(1,13)|(4,13)|(1,14)|(1,16)|(1,15)|(7,6)|(4,2)|(4,3)|(4,1)|(4,4)|
(1,14)|(4,14)|(1,15)|(1,17)|(1,16)|(7,5)|(4,1)|(4,2)|(4,0)|(4,3)|
(1,15)|(4,15)|(1,16)|(0,17)|(1,17)|(7,4)|(3,1)|(4,1)|(5,0)|(4,2)|
(1,16)|(4,16)|(1,17)|(0,17)|(1,18)|(7,3)|(2,1)|(3,1)|(6,0)|(4,1)|
(1,17)|(4,17)|(1,18)|(0,17)|(2,18)|(7,2)|(1,1)|(2,1)|(7,0)|(5,1)|
(2,17)|(4,17)|(1,18)|(0,17)|(3,18)|(7,1)|(1,1)|(2,0)|(8,0)|(6,1)|
(2,17)|(4,17)|(1,18)|(0,17)|(4,18)|(8,1)|(1,1)|(1,0)|(8,0)|(6,0)|
(2,17)|(4,17)|(1,18)|(0,17)|(5,18)|(8,1)|(1,1)|(1,0)|(8,0)|(6,0)|
(2,17)|(4,17)|(1,18)|(0,17)|(6,18)|(8,1)|(1,1)|(1,0)|(8,0)|(6,0)|
