9x19_left2_right2,9,19,10,84,13,Time: 16909.1470000003 : 
(1,0)|(1,1)|(2,0)|(4,0)|(7,0)|(4,18)|(0,17)|(0,18)|(8,17)|(2,18)|
(2,0)|(1,2)|(2,1)|(4,1)|(7,1)|(4,17)|(1,17)|(1,18)|(7,17)|(2,17)|
(3,0)|(1,3)|(1,1)|(3,1)|(7,2)|(4,16)|(2,17)|(2,18)|(6,17)|(3,17)|
(3,1)|(1,4)|(1,2)|(2,1)|(7,3)|(4,15)|(3,17)|(3,18)|(5,17)|(4,17)|
(4,1)|(1,5)|(1,3)|(1,1)|(7,4)|(4,14)|(3,17)|(4,18)|(4,17)|(4,16)|
(5,1)|(1,6)|(1,4)|(1,2)|(7,5)|(4,13)|(4,17)|(4,18)|(4,16)|(4,15)|
(6,1)|(1,7)|(1,5)|(1,3)|(7,6)|(4,12)|(4,16)|(4,17)|(4,15)|(4,14)|
(7,1)|(1,8)|(1,6)|(1,4)|(7,7)|(4,11)|(4,15)|(4,16)|(4,14)|(4,13)|
(7,2)|(1,9)|(1,7)|(1,5)|(7,8)|(4,10)|(4,14)|(4,15)|(4,13)|(4,12)|
(7,3)|(1,10)|(1,8)|(1,6)|(7,9)|(4,9)|(4,13)|(4,14)|(4,12)|(4,11)|
(7,4)|(1,11)|(1,9)|(1,7)|(7,10)|(4,8)|(4,12)|(4,13)|(4,11)|(4,10)|
(7,5)|(1,12)|(1,10)|(1,8)|(7,11)|(4,7)|(4,11)|(4,12)|(4,10)|(4,9)|
(7,6)|(1,13)|(1,11)|(1,9)|(7,12)|(4,6)|(4,10)|(4,11)|(4,9)|(4,8)|
(7,7)|(1,14)|(1,12)|(1,10)|(7,13)|(4,5)|(4,9)|(4,10)|(3,9)|(4,7)|
(7,8)|(1,15)|(1,13)|(1,11)|(7,14)|(4,4)|(4,8)|(4,9)|(2,9)|(4,6)|
(7,9)|(1,16)|(1,14)|(1,12)|(7,15)|(4,3)|(4,7)|(4,8)|(1,9)|(4,5)|
(7,10)|(1,17)|(1,15)|(1,13)|(7,16)|(4,2)|(4,6)|(4,7)|(1,8)|(4,4)|
(7,11)|(2,17)|(1,16)|(1,14)|(7,17)|(4,1)|(4,5)|(4,6)|(1,7)|(4,3)|
(7,12)|(3,17)|(1,17)|(1,15)|(6,17)|(4,0)|(4,4)|(4,5)|(1,6)|(4,2)|
(7,13)|(4,17)|(1,18)|(1,16)|(5,17)|(4,0)|(4,3)|(4,4)|(1,5)|(4,1)|
(7,14)|(5,17)|(0,18)|(1,17)|(5,18)|(4,0)|(4,2)|(4,3)|(1,4)|(5,1)|
(7,15)|(6,17)|(0,18)|(2,17)|(4,18)|(4,0)|(4,1)|(4,2)|(1,3)|(6,1)|
(7,16)|(6,17)|(0,18)|(3,17)|(3,18)|(4,0)|(3,1)|(4,1)|(1,2)|(7,1)|
(7,17)|(6,17)|(0,18)|(3,17)|(2,18)|(4,0)|(3,0)|(5,1)|(1,1)|(7,1)|
(8,17)|(6,17)|(0,18)|(3,17)|(2,17)|(4,0)|(3,0)|(6,1)|(1,1)|(7,1)|
