9x19_left2_right2,9,19,10,84,27,Time: 1147.1540000001 : 
(4,0)|(2,1)|(8,1)|(1,1)|(5,0)|(8,17)|(2,17)|(8,18)|(4,17)|(7,17)|
(4,1)|(3,1)|(7,1)|(1,2)|(5,1)|(7,17)|(1,17)|(7,18)|(4,16)|(7,16)|
(4,2)|(4,1)|(7,1)|(1,3)|(6,1)|(7,16)|(1,16)|(7,17)|(4,15)|(7,15)|
(4,3)|(4,2)|(7,0)|(1,4)|(7,1)|(7,15)|(1,15)|(7,16)|(4,14)|(7,14)|
(4,4)|(4,3)|(7,1)|(1,5)|(7,2)|(7,14)|(1,14)|(7,15)|(4,13)|(7,13)|
(4,5)|(4,4)|(7,2)|(1,6)|(7,3)|(7,13)|(1,13)|(7,14)|(4,12)|(7,12)|
(4,6)|(4,5)|(7,3)|(1,7)|(7,4)|(7,12)|(1,12)|(7,13)|(4,11)|(7,11)|
(4,7)|(4,6)|(7,4)|(1,8)|(7,5)|(7,11)|(1,11)|(7,12)|(4,10)|(7,10)|
(4,8)|(4,7)|(7,5)|(1,9)|(7,6)|(7,10)|(1,10)|(7,11)|(4,9)|(7,9)|
(4,9)|(4,8)|(7,6)|(2,9)|(7,7)|(7,9)|(1,9)|(7,10)|(3,9)|(6,9)|
(4,10)|(4,9)|(7,7)|(1,9)|(7,8)|(8,9)|(1,8)|(7,9)|(2,9)|(5,9)|
(4,11)|(4,10)|(7,8)|(1,10)|(7,9)|(8,9)|(1,7)|(6,9)|(1,9)|(4,9)|
(4,12)|(4,11)|(7,9)|(1,11)|(7,10)|(8,9)|(1,6)|(5,9)|(1,8)|(4,8)|
(4,13)|(4,12)|(7,10)|(1,12)|(7,11)|(7,9)|(1,5)|(4,9)|(1,7)|(4,7)|
(4,14)|(4,13)|(7,11)|(1,13)|(7,12)|(7,8)|(1,4)|(4,8)|(1,6)|(4,6)|
(4,15)|(4,14)|(7,12)|(1,14)|(7,13)|(7,7)|(1,3)|(4,7)|(1,5)|(4,5)|
(4,16)|(4,15)|(7,13)|(1,15)|(7,14)|(7,6)|(1,2)|(4,6)|(1,4)|(4,4)|
(4,17)|(4,16)|(7,14)|(1,16)|(7,15)|(7,5)|(1,1)|(4,5)|(1,3)|(4,3)|
(3,17)|(4,17)|(7,15)|(1,17)|(7,16)|(7,4)|(0,1)|(4,4)|(1,2)|(4,2)|
(3,17)|(4,18)|(7,16)|(2,17)|(7,17)|(7,3)|(0,1)|(4,3)|(1,1)|(4,1)|
(3,17)|(5,18)|(7,17)|(2,17)|(7,18)|(7,2)|(0,1)|(4,2)|(1,1)|(4,0)|
(3,17)|(6,18)|(8,17)|(2,17)|(8,18)|(7,1)|(0,1)|(4,1)|(1,1)|(4,0)|
(3,17)|(6,18)|(8,17)|(2,17)|(8,18)|(7,1)|(0,1)|(3,1)|(1,1)|(4,0)|
(3,17)|(6,18)|(8,17)|(2,17)|(8,18)|(7,1)|(0,1)|(2,1)|(1,1)|(4,0)|
(3,17)|(6,18)|(8,17)|(2,17)|(8,18)|(7,1)|(0,1)|(2,0)|(1,1)|(4,0)|
(3,17)|(6,18)|(8,17)|(2,17)|(8,18)|(7,1)|(0,1)|(1,0)|(1,1)|(4,0)|
