9x19_left2_right2,9,19,8,84,0,Time: 482.693000000001 : 
(7,1)|(8,0)|(5,0)|(4,0)|(2,18)|(6,17)|(0,17)|(4,17)|
(7,2)|(7,0)|(4,0)|(4,1)|(1,18)|(7,17)|(1,17)|(4,16)|
(7,3)|(6,0)|(4,1)|(4,2)|(1,17)|(7,16)|(1,16)|(4,15)|
(7,4)|(5,0)|(4,2)|(4,3)|(1,16)|(7,15)|(1,15)|(4,14)|
(7,5)|(4,0)|(4,3)|(4,4)|(1,15)|(7,14)|(1,14)|(4,13)|
(7,6)|(4,1)|(4,4)|(4,5)|(1,14)|(7,13)|(1,13)|(4,12)|
(7,7)|(4,2)|(4,5)|(4,6)|(1,13)|(7,12)|(1,12)|(4,11)|
(7,8)|(4,3)|(4,6)|(4,7)|(1,12)|(7,11)|(1,11)|(4,10)|
(7,9)|(4,4)|(4,7)|(4,8)|(1,11)|(7,10)|(1,10)|(4,9)|
(8,9)|(4,5)|(4,8)|(4,9)|(1,10)|(7,9)|(1,9)|(5,9)|
(7,9)|(4,6)|(4,9)|(4,10)|(1,9)|(7,8)|(1,8)|(6,9)|
(7,10)|(4,7)|(3,9)|(4,11)|(1,8)|(7,7)|(1,7)|(7,9)|
(7,11)|(4,8)|(2,9)|(4,12)|(1,7)|(7,6)|(1,6)|(7,8)|
(7,12)|(4,9)|(1,9)|(4,13)|(1,6)|(7,5)|(1,5)|(7,7)|
(7,13)|(4,10)|(1,10)|(4,14)|(1,5)|(7,4)|(1,4)|(7,6)|
(7,14)|(4,11)|(1,11)|(4,15)|(1,4)|(7,3)|(1,3)|(7,5)|
(7,15)|(4,12)|(1,12)|(4,16)|(1,3)|(7,2)|(1,2)|(7,4)|
(7,16)|(4,13)|(1,13)|(4,17)|(1,2)|(7,1)|(1,1)|(7,3)|
(7,17)|(4,14)|(1,14)|(4,18)|(1,1)|(7,1)|(0,1)|(7,2)|
(7,17)|(4,15)|(1,15)|(4,18)|(2,1)|(6,1)|(0,0)|(7,1)|
(7,17)|(4,16)|(1,16)|(4,18)|(3,1)|(7,1)|(0,0)|(8,1)|
(7,17)|(4,17)|(1,17)|(4,18)|(3,1)|(7,1)|(0,0)|(8,0)|
(7,17)|(3,17)|(0,17)|(4,18)|(3,1)|(7,1)|(0,0)|(8,0)|
(7,17)|(3,17)|(0,18)|(4,18)|(3,1)|(7,1)|(0,0)|(8,0)|
