9x19_left2_right2,9,19,8,84,17,Time: 1286.694 : 
(4,0)|(6,1)|(5,1)|(1,1)|(4,17)|(3,17)|(2,18)|(8,18)|
(4,1)|(7,1)|(5,1)|(2,1)|(4,16)|(2,17)|(1,18)|(7,18)|
(4,2)|(7,2)|(4,1)|(3,1)|(4,15)|(2,17)|(1,17)|(7,17)|
(4,3)|(7,3)|(4,2)|(4,1)|(4,14)|(1,17)|(1,16)|(7,16)|
(4,4)|(7,4)|(4,3)|(5,1)|(4,13)|(1,16)|(1,15)|(7,15)|
(4,5)|(7,5)|(4,4)|(6,1)|(4,12)|(1,15)|(1,14)|(7,14)|
(4,6)|(7,6)|(4,5)|(7,1)|(4,11)|(1,14)|(1,13)|(7,13)|
(4,7)|(7,7)|(4,6)|(7,2)|(4,10)|(1,13)|(1,12)|(7,12)|
(4,8)|(7,8)|(4,7)|(7,3)|(4,9)|(1,12)|(1,11)|(7,11)|
(4,9)|(7,9)|(4,8)|(7,4)|(3,9)|(1,11)|(1,10)|(7,10)|
(4,10)|(6,9)|(4,9)|(7,5)|(3,9)|(1,10)|(1,9)|(7,9)|
(4,11)|(5,9)|(4,10)|(7,6)|(4,9)|(1,9)|(1,8)|(6,9)|
(4,12)|(4,9)|(4,11)|(7,7)|(4,8)|(1,8)|(1,7)|(5,9)|
(4,13)|(4,10)|(4,12)|(7,8)|(4,7)|(1,7)|(1,6)|(4,9)|
(4,14)|(4,11)|(4,13)|(7,9)|(4,6)|(1,6)|(1,5)|(4,8)|
(4,15)|(4,12)|(4,14)|(7,10)|(4,5)|(1,5)|(1,4)|(4,7)|
(4,16)|(4,13)|(4,15)|(7,11)|(4,4)|(1,4)|(1,3)|(4,6)|
(4,17)|(4,14)|(4,16)|(7,12)|(4,3)|(1,3)|(1,2)|(4,5)|
(4,18)|(4,15)|(4,17)|(7,13)|(4,2)|(1,2)|(1,1)|(4,4)|
(5,18)|(4,16)|(3,17)|(7,14)|(4,1)|(1,1)|(2,1)|(4,3)|
(5,18)|(4,17)|(3,17)|(7,15)|(3,1)|(0,1)|(2,1)|(4,2)|
(5,18)|(4,18)|(3,17)|(7,16)|(3,0)|(0,1)|(2,1)|(4,1)|
(5,18)|(3,18)|(3,17)|(7,17)|(3,0)|(0,1)|(2,1)|(5,1)|
(5,18)|(3,18)|(3,17)|(7,18)|(3,0)|(0,1)|(2,1)|(5,0)|
