9x19_left2_right2,9,19,8,84,11,Time: 154.122000000003 : 
(5,1)|(0,1)|(4,0)|(2,1)|(7,18)|(5,18)|(0,18)|(3,18)|
(4,1)|(1,1)|(4,0)|(3,1)|(7,17)|(4,18)|(0,17)|(3,17)|
(4,2)|(1,2)|(4,0)|(4,1)|(7,16)|(4,17)|(1,17)|(2,17)|
(4,3)|(1,3)|(4,1)|(4,2)|(7,15)|(3,17)|(1,16)|(1,17)|
(4,4)|(1,4)|(4,2)|(4,3)|(7,14)|(2,17)|(1,15)|(1,16)|
(4,5)|(1,5)|(4,3)|(4,4)|(7,13)|(1,17)|(1,14)|(1,15)|
(4,6)|(1,6)|(4,4)|(4,5)|(7,12)|(1,16)|(1,13)|(1,14)|
(4,7)|(1,7)|(4,5)|(4,6)|(7,11)|(1,15)|(1,12)|(1,13)|
(4,8)|(1,8)|(4,6)|(4,7)|(7,10)|(1,14)|(1,11)|(1,12)|
(4,9)|(1,9)|(4,7)|(4,8)|(7,9)|(1,13)|(1,10)|(1,11)|
(4,10)|(2,9)|(4,8)|(4,9)|(7,8)|(1,12)|(1,9)|(1,10)|
(4,11)|(3,9)|(4,9)|(4,10)|(7,7)|(1,11)|(1,8)|(1,9)|
(4,12)|(4,9)|(4,10)|(4,11)|(7,6)|(1,10)|(1,7)|(1,8)|
(4,13)|(4,10)|(4,11)|(4,12)|(7,5)|(1,9)|(1,6)|(1,7)|
(4,14)|(4,11)|(4,12)|(4,13)|(7,4)|(1,8)|(1,5)|(1,6)|
(4,15)|(4,12)|(4,13)|(4,14)|(7,3)|(1,7)|(1,4)|(1,5)|
(4,16)|(4,13)|(4,14)|(4,15)|(7,2)|(1,6)|(1,3)|(1,4)|
(4,17)|(4,14)|(4,15)|(4,16)|(7,1)|(1,5)|(1,2)|(1,3)|
(3,17)|(4,15)|(4,16)|(4,17)|(7,0)|(1,4)|(1,1)|(1,2)|
(3,17)|(4,16)|(4,17)|(5,17)|(7,0)|(1,3)|(0,1)|(1,1)|
(3,17)|(4,17)|(4,18)|(6,17)|(7,0)|(1,2)|(0,1)|(1,0)|
(3,17)|(4,17)|(5,18)|(7,17)|(7,0)|(1,1)|(0,1)|(2,0)|
(3,17)|(4,17)|(5,18)|(7,17)|(7,0)|(2,1)|(0,1)|(3,0)|
