9x19_left2_right2,9,19,8,84,3,Time: 1201.981 : 
(3,0)|(6,1)|(7,1)|(5,1)|(5,17)|(4,18)|(2,18)|(1,18)|
(3,1)|(5,1)|(7,2)|(4,1)|(4,17)|(3,18)|(2,17)|(1,17)|
(4,1)|(5,1)|(7,3)|(4,0)|(4,16)|(2,18)|(1,17)|(1,16)|
(4,2)|(4,1)|(7,4)|(4,0)|(4,15)|(1,18)|(1,16)|(1,15)|
(4,3)|(4,2)|(7,5)|(4,1)|(4,14)|(1,17)|(1,15)|(1,14)|
(4,4)|(4,3)|(7,6)|(4,2)|(4,13)|(1,16)|(1,14)|(1,13)|
(4,5)|(4,4)|(7,7)|(4,3)|(4,12)|(1,15)|(1,13)|(1,12)|
(4,6)|(4,5)|(7,8)|(4,4)|(4,11)|(1,14)|(1,12)|(1,11)|
(4,7)|(4,6)|(7,9)|(4,5)|(4,10)|(1,13)|(1,11)|(1,10)|
(4,8)|(4,7)|(7,10)|(4,6)|(4,9)|(1,12)|(1,10)|(1,9)|
(4,9)|(4,8)|(7,11)|(4,7)|(5,9)|(1,11)|(1,9)|(1,8)|
(4,10)|(4,9)|(7,12)|(4,8)|(6,9)|(1,10)|(1,8)|(1,7)|
(4,11)|(3,9)|(7,13)|(4,9)|(7,9)|(1,9)|(1,7)|(1,6)|
(4,12)|(2,9)|(7,14)|(4,10)|(7,8)|(1,8)|(1,6)|(1,5)|
(4,13)|(1,9)|(7,15)|(4,11)|(7,7)|(1,7)|(1,5)|(1,4)|
(4,14)|(1,10)|(7,16)|(4,12)|(7,6)|(1,6)|(1,4)|(1,3)|
(4,15)|(1,11)|(7,17)|(4,13)|(7,5)|(1,5)|(1,3)|(1,2)|
(4,16)|(1,12)|(8,17)|(4,14)|(7,4)|(1,4)|(1,2)|(1,1)|
(4,17)|(1,13)|(8,17)|(4,15)|(7,3)|(1,3)|(1,1)|(1,0)|
(5,17)|(1,14)|(8,17)|(4,16)|(7,2)|(1,2)|(2,1)|(2,0)|
(5,17)|(1,15)|(8,17)|(4,17)|(7,1)|(1,1)|(3,1)|(3,0)|
(5,17)|(1,16)|(8,17)|(4,17)|(8,1)|(1,0)|(4,1)|(4,0)|
(5,17)|(1,17)|(8,17)|(4,17)|(8,0)|(1,0)|(5,1)|(5,0)|
(5,17)|(0,17)|(8,17)|(4,17)|(8,0)|(1,0)|(6,1)|(6,0)|
(5,17)|(0,18)|(8,17)|(4,17)|(8,0)|(1,0)|(7,1)|(7,0)|
(5,17)|(0,18)|(8,17)|(4,17)|(8,0)|(1,0)|(8,1)|(7,0)|
