9x19_left2_right2,9,19,8,84,12,Time: 41.1609999999928 : 
(2,1)|(3,1)|(4,1)|(1,1)|(0,17)|(3,18)|(0,18)|(4,17)|
(3,1)|(4,1)|(4,2)|(2,1)|(1,17)|(2,18)|(0,17)|(5,17)|
(4,1)|(4,2)|(4,3)|(3,1)|(1,16)|(1,18)|(1,17)|(6,17)|
(4,2)|(4,3)|(4,4)|(4,1)|(1,15)|(1,17)|(1,16)|(7,17)|
(4,3)|(4,4)|(4,5)|(4,2)|(1,14)|(1,16)|(1,15)|(7,16)|
(4,4)|(4,5)|(4,6)|(4,3)|(1,13)|(1,15)|(1,14)|(7,15)|
(4,5)|(4,6)|(4,7)|(4,4)|(1,12)|(1,14)|(1,13)|(7,14)|
(4,6)|(4,7)|(4,8)|(4,5)|(1,11)|(1,13)|(1,12)|(7,13)|
(4,7)|(4,8)|(4,9)|(4,6)|(1,10)|(1,12)|(1,11)|(7,12)|
(4,8)|(4,9)|(4,10)|(4,7)|(1,9)|(1,11)|(1,10)|(7,11)|
(4,9)|(3,9)|(4,11)|(4,8)|(1,8)|(1,10)|(1,9)|(7,10)|
(4,10)|(2,9)|(4,12)|(4,9)|(1,7)|(1,9)|(1,8)|(7,9)|
(4,11)|(1,9)|(4,13)|(4,10)|(1,6)|(1,8)|(1,7)|(7,8)|
(4,12)|(1,10)|(4,14)|(4,11)|(1,5)|(1,7)|(1,6)|(7,7)|
(4,13)|(1,11)|(4,15)|(4,12)|(1,4)|(1,6)|(1,5)|(7,6)|
(4,14)|(1,12)|(4,16)|(4,13)|(1,3)|(1,5)|(1,4)|(7,5)|
(4,15)|(1,13)|(4,17)|(4,14)|(1,2)|(1,4)|(1,3)|(7,4)|
(4,16)|(1,14)|(4,18)|(4,15)|(1,1)|(1,3)|(1,2)|(7,3)|
(4,17)|(1,15)|(5,18)|(4,16)|(1,0)|(1,2)|(1,1)|(7,2)|
(4,18)|(1,16)|(6,18)|(4,17)|(1,0)|(1,1)|(2,1)|(7,1)|
(5,18)|(1,17)|(7,18)|(5,17)|(1,0)|(0,1)|(2,1)|(8,1)|
(6,18)|(1,18)|(7,18)|(5,17)|(1,0)|(0,1)|(2,1)|(8,1)|
