9x19_left2_right2,9,19,8,84,19,Time: 311.652999999991 : 
(5,0)|(5,1)|(3,1)|(4,0)|(0,18)|(8,18)|(1,18)|(1,17)|
(5,1)|(6,1)|(4,1)|(4,0)|(1,18)|(7,18)|(1,17)|(1,16)|
(6,1)|(7,1)|(4,2)|(4,1)|(1,17)|(7,17)|(1,16)|(1,15)|
(7,1)|(7,2)|(4,3)|(4,2)|(1,16)|(7,16)|(1,15)|(1,14)|
(7,2)|(7,3)|(4,4)|(4,3)|(1,15)|(7,15)|(1,14)|(1,13)|
(7,3)|(7,4)|(4,5)|(4,4)|(1,14)|(7,14)|(1,13)|(1,12)|
(7,4)|(7,5)|(4,6)|(4,5)|(1,13)|(7,13)|(1,12)|(1,11)|
(7,5)|(7,6)|(4,7)|(4,6)|(1,12)|(7,12)|(1,11)|(1,10)|
(7,6)|(7,7)|(4,8)|(4,7)|(1,11)|(7,11)|(1,10)|(1,9)|
(7,7)|(7,8)|(4,9)|(4,8)|(1,10)|(7,10)|(1,9)|(1,8)|
(7,7)|(7,8)|(4,10)|(4,9)|(1,9)|(7,9)|(1,8)|(1,7)|
(7,8)|(7,9)|(4,11)|(4,10)|(2,9)|(8,9)|(1,7)|(1,6)|
(7,9)|(7,10)|(4,12)|(4,11)|(3,9)|(8,9)|(1,6)|(1,5)|
(7,10)|(7,11)|(4,13)|(4,12)|(4,9)|(7,9)|(1,5)|(1,4)|
(7,11)|(7,12)|(4,14)|(4,13)|(5,9)|(7,8)|(1,4)|(1,3)|
(7,12)|(7,13)|(4,15)|(4,14)|(6,9)|(7,7)|(1,3)|(1,2)|
(7,13)|(7,14)|(4,16)|(4,15)|(7,9)|(7,6)|(1,2)|(1,1)|
(7,14)|(7,15)|(4,17)|(4,16)|(7,8)|(7,5)|(1,1)|(2,1)|
(7,15)|(7,16)|(5,17)|(4,17)|(7,7)|(7,4)|(2,1)|(3,1)|
(7,16)|(7,17)|(6,17)|(4,18)|(7,6)|(7,3)|(2,1)|(3,1)|
(7,17)|(7,18)|(6,17)|(4,18)|(7,5)|(7,2)|(2,1)|(3,1)|
(7,17)|(8,18)|(6,17)|(4,18)|(7,4)|(7,1)|(2,1)|(3,1)|
(7,17)|(8,18)|(6,17)|(4,18)|(7,3)|(6,1)|(2,1)|(3,1)|
(7,17)|(8,18)|(6,17)|(4,18)|(7,2)|(5,1)|(2,1)|(3,1)|
(7,17)|(8,18)|(6,17)|(4,18)|(7,1)|(5,1)|(2,1)|(3,1)|
