9x19_left2_right2,9,19,8,84,18,Time: 619.559999999998 : 
(0,1)|(0,0)|(2,0)|(7,0)|(5,17)|(3,17)|(0,18)|(6,18)|
(1,1)|(0,1)|(1,0)|(7,1)|(6,17)|(4,17)|(1,18)|(5,18)|
(1,2)|(0,1)|(1,1)|(7,2)|(7,17)|(4,16)|(2,18)|(4,18)|
(1,3)|(1,1)|(1,2)|(7,3)|(7,16)|(4,15)|(3,18)|(4,17)|
(1,4)|(1,2)|(1,3)|(7,4)|(7,15)|(4,14)|(4,18)|(4,16)|
(1,5)|(1,3)|(1,4)|(7,5)|(7,14)|(4,13)|(5,18)|(4,15)|
(1,6)|(1,4)|(1,5)|(7,6)|(7,13)|(4,12)|(6,18)|(4,14)|
(1,7)|(1,5)|(1,6)|(7,7)|(7,12)|(4,11)|(7,18)|(4,13)|
(1,8)|(1,6)|(1,7)|(7,8)|(7,11)|(4,10)|(7,17)|(4,12)|
(1,9)|(1,7)|(1,8)|(7,9)|(7,10)|(4,9)|(7,16)|(4,11)|
(1,10)|(1,8)|(1,9)|(6,9)|(7,9)|(4,8)|(7,15)|(4,10)|
(1,11)|(1,9)|(2,9)|(5,9)|(7,8)|(4,7)|(7,14)|(4,9)|
(1,12)|(2,9)|(3,9)|(4,9)|(7,7)|(4,6)|(7,13)|(4,8)|
(1,13)|(3,9)|(4,9)|(4,10)|(7,6)|(4,5)|(7,12)|(4,7)|
(1,14)|(4,9)|(4,10)|(4,11)|(7,5)|(4,4)|(7,11)|(4,6)|
(1,15)|(4,10)|(4,11)|(4,12)|(7,4)|(4,3)|(7,10)|(4,5)|
(1,16)|(4,11)|(4,12)|(4,13)|(7,3)|(4,2)|(7,9)|(4,4)|
(1,17)|(4,12)|(4,13)|(4,14)|(7,2)|(4,1)|(7,8)|(4,3)|
(1,17)|(4,13)|(4,14)|(4,15)|(7,1)|(3,1)|(7,7)|(4,2)|
(1,17)|(4,14)|(4,15)|(4,16)|(7,0)|(2,1)|(7,6)|(4,1)|
(1,17)|(4,15)|(4,16)|(4,17)|(8,0)|(2,1)|(7,5)|(4,0)|
(1,17)|(4,16)|(4,17)|(3,17)|(8,0)|(2,1)|(7,4)|(4,0)|
(1,17)|(4,17)|(3,17)|(2,17)|(8,0)|(2,1)|(7,3)|(4,0)|
(1,17)|(5,17)|(2,17)|(2,18)|(8,0)|(2,1)|(7,2)|(4,0)|
(1,17)|(5,17)|(2,18)|(1,18)|(8,0)|(2,1)|(7,1)|(4,0)|
(1,17)|(5,17)|(2,18)|(0,18)|(8,0)|(2,1)|(8,1)|(4,0)|
