9x19_left2_right2,9,19,12,84,12,Time: 4836.54700000025 : 
(2,0)|(6,1)|(3,1)|(5,0)|(7,1)|(4,0)|(6,17)|(8,17)|(4,18)|(4,17)|(8,18)|(0,18)|
(2,1)|(7,1)|(4,1)|(4,0)|(7,2)|(3,0)|(5,17)|(7,17)|(4,17)|(4,16)|(7,18)|(1,18)|
(1,1)|(7,2)|(5,1)|(3,0)|(7,3)|(2,0)|(4,17)|(6,17)|(4,16)|(4,15)|(6,18)|(2,18)|
(1,2)|(7,3)|(6,1)|(2,0)|(7,4)|(1,0)|(4,16)|(5,17)|(4,15)|(4,14)|(5,18)|(3,18)|
(1,3)|(7,4)|(7,1)|(1,0)|(7,5)|(1,1)|(4,15)|(4,17)|(4,14)|(4,13)|(4,18)|(3,17)|
(1,4)|(7,5)|(7,2)|(1,1)|(7,6)|(1,2)|(4,14)|(4,16)|(4,13)|(4,12)|(4,17)|(3,17)|
(1,5)|(7,6)|(7,3)|(1,2)|(7,7)|(1,3)|(4,13)|(4,15)|(4,12)|(4,11)|(4,16)|(4,17)|
(1,6)|(7,7)|(7,4)|(1,3)|(7,8)|(1,4)|(4,12)|(4,14)|(4,11)|(4,10)|(4,15)|(4,16)|
(1,7)|(7,8)|(7,5)|(1,4)|(7,9)|(1,5)|(4,11)|(4,13)|(4,10)|(4,9)|(4,14)|(4,15)|
(1,8)|(7,9)|(7,6)|(1,5)|(7,10)|(1,6)|(4,10)|(4,12)|(4,9)|(4,8)|(4,13)|(4,14)|
(1,9)|(7,10)|(7,7)|(1,6)|(7,11)|(1,7)|(4,9)|(4,11)|(4,8)|(4,7)|(4,12)|(4,13)|
(1,10)|(7,11)|(7,8)|(1,7)|(7,12)|(1,8)|(4,8)|(4,10)|(4,7)|(4,6)|(4,11)|(4,12)|
(1,11)|(7,12)|(7,9)|(1,8)|(7,13)|(1,9)|(4,7)|(4,9)|(4,6)|(4,5)|(4,10)|(4,11)|
(1,12)|(7,13)|(7,10)|(1,9)|(7,14)|(1,10)|(4,6)|(5,9)|(4,5)|(4,4)|(4,9)|(4,10)|
(1,13)|(7,14)|(7,11)|(1,10)|(7,15)|(1,11)|(4,5)|(6,9)|(4,4)|(4,3)|(3,9)|(4,9)|
(1,14)|(7,15)|(7,12)|(1,11)|(7,16)|(1,12)|(4,4)|(7,9)|(4,3)|(4,2)|(2,9)|(5,9)|
(1,15)|(7,16)|(7,13)|(1,12)|(7,17)|(1,13)|(4,3)|(7,8)|(4,2)|(4,1)|(1,9)|(6,9)|
(1,16)|(7,17)|(7,14)|(1,13)|(7,18)|(1,14)|(4,2)|(7,7)|(4,1)|(5,1)|(1,8)|(7,9)|
(1,17)|(6,17)|(7,15)|(1,14)|(7,18)|(1,15)|(4,1)|(7,6)|(3,1)|(5,1)|(1,7)|(7,8)|
(1,18)|(5,17)|(7,16)|(1,15)|(7,18)|(1,16)|(3,1)|(7,5)|(2,1)|(5,1)|(1,6)|(7,7)|
(2,18)|(5,17)|(7,17)|(1,16)|(7,18)|(1,17)|(3,0)|(7,4)|(2,1)|(5,1)|(1,5)|(7,6)|
(3,18)|(5,17)|(7,17)|(1,17)|(7,18)|(1,18)|(2,0)|(7,3)|(2,1)|(5,1)|(1,4)|(7,5)|
(4,18)|(5,17)|(7,17)|(2,17)|(7,18)|(1,18)|(2,0)|(7,2)|(2,1)|(5,1)|(1,3)|(7,4)|
(4,18)|(5,17)|(7,17)|(2,17)|(7,18)|(1,18)|(2,0)|(7,1)|(2,1)|(5,1)|(1,2)|(7,3)|
(4,18)|(5,17)|(7,17)|(2,17)|(7,18)|(1,18)|(2,0)|(8,1)|(2,1)|(5,1)|(1,1)|(7,2)|
(4,18)|(5,17)|(7,17)|(2,17)|(7,18)|(1,18)|(2,0)|(8,1)|(2,1)|(5,1)|(1,0)|(7,1)|
(4,18)|(5,17)|(7,17)|(2,17)|(7,18)|(1,18)|(2,0)|(8,1)|(2,1)|(5,1)|(1,0)|(7,0)|
(4,18)|(5,17)|(7,17)|(2,17)|(7,18)|(1,18)|(2,0)|(8,1)|(2,1)|(5,1)|(1,0)|(8,0)|
