9x19_left2_right2,9,19,12,84,19,Time: 122994.405 : 
(6,1)|(5,1)|(7,1)|(2,1)|(5,0)|(1,0)|(4,17)|(4,18)|(0,17)|(3,18)|(7,18)|(6,17)|
(7,1)|(4,1)|(7,2)|(1,1)|(5,1)|(1,0)|(4,16)|(4,17)|(1,17)|(3,17)|(7,17)|(5,17)|
(7,2)|(3,1)|(7,3)|(1,2)|(6,1)|(1,1)|(4,15)|(4,16)|(2,17)|(3,17)|(6,17)|(4,17)|
(7,3)|(2,1)|(7,4)|(1,3)|(7,1)|(1,2)|(4,14)|(4,15)|(3,17)|(4,17)|(5,17)|(4,16)|
(7,4)|(1,1)|(7,5)|(1,4)|(7,2)|(1,3)|(4,13)|(4,14)|(3,17)|(4,16)|(4,17)|(4,15)|
(7,5)|(1,2)|(7,6)|(1,5)|(7,3)|(1,4)|(4,12)|(4,13)|(4,17)|(4,15)|(4,16)|(4,14)|
(7,6)|(1,3)|(7,7)|(1,6)|(7,4)|(1,5)|(4,11)|(4,12)|(4,16)|(4,14)|(4,15)|(4,13)|
(7,7)|(1,4)|(7,8)|(1,7)|(7,5)|(1,6)|(4,10)|(4,11)|(4,15)|(4,13)|(4,14)|(4,12)|
(7,8)|(1,5)|(7,9)|(1,8)|(7,6)|(1,7)|(4,9)|(4,10)|(4,14)|(4,12)|(4,13)|(4,11)|
(7,9)|(1,6)|(7,10)|(1,9)|(7,7)|(1,8)|(4,8)|(4,9)|(4,13)|(4,11)|(4,12)|(4,10)|
(7,10)|(1,7)|(7,11)|(1,10)|(7,8)|(1,9)|(4,7)|(4,8)|(4,12)|(4,10)|(4,11)|(4,9)|
(7,11)|(1,8)|(7,12)|(1,11)|(7,9)|(1,10)|(4,6)|(4,7)|(4,11)|(4,9)|(4,10)|(4,8)|
(7,12)|(1,9)|(7,13)|(1,12)|(7,10)|(1,11)|(4,5)|(4,6)|(4,10)|(5,9)|(4,9)|(4,7)|
(7,13)|(1,10)|(7,14)|(1,13)|(7,11)|(1,12)|(4,4)|(4,5)|(4,9)|(6,9)|(5,9)|(4,6)|
(7,14)|(1,11)|(7,15)|(1,14)|(7,12)|(1,13)|(4,3)|(4,4)|(4,8)|(7,9)|(6,9)|(4,5)|
(7,15)|(1,12)|(7,16)|(1,15)|(7,13)|(1,14)|(4,2)|(4,3)|(4,7)|(7,8)|(7,9)|(4,4)|
(7,16)|(1,13)|(7,17)|(1,16)|(7,14)|(1,15)|(4,1)|(4,2)|(4,6)|(7,7)|(7,8)|(4,3)|
(7,17)|(1,14)|(7,18)|(1,17)|(7,15)|(1,16)|(4,0)|(4,1)|(4,5)|(7,6)|(7,7)|(4,2)|
(6,17)|(1,15)|(6,18)|(2,17)|(7,16)|(1,17)|(5,0)|(5,1)|(4,4)|(7,5)|(7,6)|(4,1)|
(5,17)|(1,16)|(5,18)|(3,17)|(7,17)|(0,17)|(6,0)|(6,1)|(4,3)|(7,4)|(7,5)|(4,0)|
(5,18)|(1,17)|(4,18)|(4,17)|(7,18)|(0,17)|(6,0)|(6,1)|(4,2)|(7,3)|(7,4)|(4,0)|
(5,18)|(2,17)|(3,18)|(5,17)|(8,18)|(0,17)|(6,0)|(6,1)|(4,1)|(7,2)|(7,3)|(4,0)|
(5,18)|(2,17)|(2,18)|(5,17)|(8,18)|(0,17)|(6,0)|(6,1)|(5,1)|(7,1)|(7,2)|(4,0)|
(5,18)|(2,17)|(1,18)|(5,17)|(8,18)|(0,17)|(6,0)|(6,1)|(5,0)|(7,0)|(7,1)|(4,0)|
(5,18)|(2,17)|(0,18)|(5,17)|(8,18)|(0,17)|(6,0)|(6,1)|(5,0)|(7,0)|(7,1)|(4,0)|
