9x19_left2_right2,9,19,12,84,9,Time: 35259.1710000001 : 
(4,1)|(3,1)|(5,1)|(3,0)|(6,0)|(0,1)|(4,18)|(6,18)|(7,18)|(7,17)|(2,17)|(1,18)|
(4,2)|(3,1)|(4,1)|(4,0)|(5,0)|(1,1)|(4,17)|(5,18)|(7,17)|(7,16)|(3,17)|(1,17)|
(4,3)|(4,1)|(4,2)|(3,0)|(4,0)|(2,1)|(5,17)|(4,18)|(7,16)|(7,15)|(4,17)|(1,16)|
(4,4)|(4,2)|(4,3)|(4,0)|(4,1)|(3,1)|(6,17)|(3,18)|(7,15)|(7,14)|(5,17)|(1,15)|
(4,5)|(4,3)|(4,4)|(4,0)|(4,2)|(4,1)|(7,17)|(2,18)|(7,14)|(7,13)|(6,17)|(1,14)|
(4,6)|(4,4)|(4,5)|(4,1)|(4,3)|(4,2)|(7,16)|(1,18)|(7,13)|(7,12)|(7,17)|(1,13)|
(4,7)|(4,5)|(4,6)|(4,2)|(4,4)|(4,3)|(7,15)|(1,17)|(7,12)|(7,11)|(7,16)|(1,12)|
(4,8)|(4,6)|(4,7)|(4,3)|(4,5)|(4,4)|(7,14)|(1,16)|(7,11)|(7,10)|(7,15)|(1,11)|
(4,9)|(4,7)|(4,8)|(4,4)|(4,6)|(4,5)|(7,13)|(1,15)|(7,10)|(7,9)|(7,14)|(1,10)|
(4,10)|(4,8)|(4,9)|(4,5)|(4,7)|(4,6)|(7,12)|(1,14)|(7,9)|(7,8)|(7,13)|(1,9)|
(4,11)|(4,9)|(4,10)|(4,6)|(4,8)|(4,7)|(7,11)|(1,13)|(7,8)|(7,7)|(7,12)|(1,8)|
(4,12)|(4,10)|(4,11)|(4,7)|(4,9)|(4,8)|(7,10)|(1,12)|(7,7)|(7,6)|(7,11)|(1,7)|
(4,13)|(4,11)|(4,12)|(4,8)|(4,10)|(4,9)|(7,9)|(1,11)|(7,6)|(7,5)|(7,10)|(1,6)|
(4,14)|(4,12)|(4,13)|(4,9)|(4,11)|(4,10)|(7,8)|(1,10)|(7,5)|(7,4)|(7,9)|(1,5)|
(4,15)|(4,13)|(4,14)|(4,10)|(4,12)|(4,11)|(7,7)|(1,9)|(7,4)|(7,3)|(7,8)|(1,4)|
(4,16)|(4,14)|(4,15)|(4,11)|(4,13)|(4,12)|(7,6)|(1,8)|(7,3)|(7,2)|(7,7)|(1,3)|
(4,17)|(4,15)|(4,16)|(4,12)|(4,14)|(4,13)|(7,5)|(1,7)|(7,2)|(7,1)|(7,6)|(1,2)|
(4,18)|(4,16)|(4,17)|(4,13)|(4,15)|(4,14)|(7,4)|(1,6)|(7,1)|(6,1)|(7,5)|(1,1)|
(3,18)|(4,17)|(5,17)|(4,14)|(4,16)|(4,15)|(7,3)|(1,5)|(6,1)|(5,1)|(7,4)|(1,0)|
(2,18)|(5,17)|(6,17)|(4,15)|(4,17)|(4,16)|(7,2)|(1,4)|(5,1)|(4,1)|(7,3)|(1,0)|
(1,18)|(5,17)|(7,17)|(4,16)|(4,18)|(4,17)|(7,1)|(1,3)|(4,1)|(3,1)|(7,2)|(1,0)|
(0,18)|(5,17)|(7,17)|(4,17)|(3,18)|(4,18)|(7,0)|(1,2)|(4,1)|(3,0)|(7,1)|(1,0)|
(0,18)|(5,17)|(7,17)|(4,17)|(4,18)|(5,18)|(7,0)|(1,1)|(4,1)|(3,0)|(8,1)|(1,0)|
(0,18)|(5,17)|(7,17)|(4,17)|(4,18)|(6,18)|(7,0)|(0,1)|(4,1)|(3,0)|(8,1)|(1,0)|
(0,18)|(5,17)|(7,17)|(4,17)|(4,18)|(7,18)|(7,0)|(0,1)|(4,1)|(3,0)|(8,1)|(1,0)|
