9x19_left2_right2,9,19,12,84,3,Time: 16129.9759999998 : 
(6,0)|(2,1)|(0,1)|(7,1)|(6,1)|(5,1)|(7,17)|(3,18)|(1,17)|(4,17)|(5,18)|(0,18)|
(6,1)|(3,1)|(1,1)|(7,2)|(5,1)|(4,1)|(7,16)|(2,18)|(1,16)|(4,16)|(6,18)|(0,17)|
(5,1)|(4,1)|(2,1)|(7,3)|(5,0)|(4,2)|(7,15)|(1,18)|(1,15)|(4,15)|(7,18)|(1,17)|
(4,1)|(4,2)|(3,1)|(7,4)|(5,1)|(4,3)|(7,14)|(1,17)|(1,14)|(4,14)|(7,17)|(1,16)|
(4,2)|(4,3)|(4,1)|(7,5)|(5,1)|(4,4)|(7,13)|(1,16)|(1,13)|(4,13)|(7,16)|(1,15)|
(4,3)|(4,4)|(4,2)|(7,6)|(4,1)|(4,5)|(7,12)|(1,15)|(1,12)|(4,12)|(7,15)|(1,14)|
(4,4)|(4,5)|(4,3)|(7,7)|(4,2)|(4,6)|(7,11)|(1,14)|(1,11)|(4,11)|(7,14)|(1,13)|
(4,5)|(4,6)|(4,4)|(7,8)|(4,3)|(4,7)|(7,10)|(1,13)|(1,10)|(4,10)|(7,13)|(1,12)|
(4,6)|(4,7)|(4,5)|(7,9)|(4,4)|(4,8)|(7,10)|(1,12)|(1,9)|(4,9)|(7,12)|(1,11)|
(4,7)|(4,8)|(4,6)|(8,9)|(4,5)|(4,9)|(7,9)|(1,11)|(1,8)|(3,9)|(7,11)|(1,10)|
(4,8)|(4,9)|(4,7)|(7,9)|(4,6)|(4,10)|(7,8)|(1,10)|(1,7)|(2,9)|(7,10)|(1,9)|
(4,9)|(3,9)|(4,8)|(8,9)|(4,7)|(4,11)|(7,7)|(1,9)|(1,6)|(2,9)|(7,9)|(1,8)|
(4,10)|(2,9)|(4,9)|(7,9)|(4,8)|(4,12)|(7,6)|(1,8)|(1,5)|(1,9)|(7,8)|(1,7)|
(4,11)|(1,9)|(4,10)|(7,10)|(4,9)|(4,13)|(7,5)|(1,7)|(1,4)|(1,8)|(7,7)|(1,6)|
(4,12)|(1,10)|(4,11)|(7,11)|(4,10)|(4,14)|(7,4)|(1,6)|(1,3)|(1,7)|(7,6)|(1,5)|
(4,13)|(1,11)|(4,12)|(7,12)|(4,11)|(4,15)|(7,3)|(1,5)|(1,2)|(1,6)|(7,5)|(1,4)|
(4,14)|(1,12)|(4,13)|(7,13)|(4,12)|(4,16)|(7,2)|(1,4)|(1,1)|(1,5)|(7,4)|(1,3)|
(4,15)|(1,13)|(4,14)|(7,14)|(4,13)|(4,17)|(7,1)|(1,3)|(1,0)|(1,4)|(7,3)|(1,2)|
(4,16)|(1,14)|(4,15)|(7,15)|(4,14)|(3,17)|(7,0)|(1,2)|(2,0)|(1,3)|(7,2)|(1,1)|
(4,17)|(1,15)|(4,16)|(7,16)|(4,15)|(2,17)|(7,0)|(1,1)|(3,0)|(1,2)|(7,1)|(2,1)|
(4,18)|(1,16)|(4,17)|(7,17)|(4,16)|(2,17)|(7,0)|(2,1)|(3,0)|(1,1)|(8,1)|(3,1)|
(3,18)|(1,17)|(5,17)|(7,17)|(4,17)|(2,17)|(7,0)|(2,1)|(3,0)|(0,1)|(8,0)|(4,1)|
(2,18)|(0,17)|(5,17)|(7,17)|(4,17)|(2,17)|(7,0)|(2,1)|(3,0)|(0,0)|(8,0)|(5,1)|
(2,18)|(0,18)|(5,17)|(7,17)|(4,17)|(2,17)|(7,0)|(2,1)|(3,0)|(0,0)|(8,0)|(6,1)|
(2,18)|(0,18)|(5,17)|(7,17)|(4,17)|(2,17)|(7,0)|(2,1)|(3,0)|(0,0)|(8,0)|(7,1)|
