9x19_left2_right2,9,19,12,84,15,Time: 3650.87600000016 : 
(4,0)|(7,0)|(4,1)|(5,0)|(5,1)|(3,1)|(3,18)|(0,18)|(8,17)|(7,18)|(8,18)|(2,18)|
(3,0)|(6,0)|(4,2)|(4,0)|(5,1)|(4,1)|(4,18)|(1,18)|(7,17)|(7,18)|(8,17)|(2,17)|
(2,0)|(5,0)|(4,3)|(3,0)|(4,1)|(4,2)|(5,18)|(2,18)|(7,16)|(7,18)|(7,17)|(1,17)|
(1,0)|(4,0)|(4,4)|(2,0)|(4,2)|(4,3)|(6,18)|(3,18)|(7,15)|(7,17)|(7,16)|(1,16)|
(1,1)|(4,1)|(4,5)|(1,0)|(4,3)|(4,4)|(7,18)|(4,18)|(7,14)|(7,16)|(7,15)|(1,15)|
(1,2)|(4,2)|(4,6)|(1,1)|(4,4)|(4,5)|(7,17)|(5,18)|(7,13)|(7,15)|(7,14)|(1,14)|
(1,3)|(4,3)|(4,7)|(1,2)|(4,5)|(4,6)|(7,16)|(6,18)|(7,12)|(7,14)|(7,13)|(1,13)|
(1,4)|(4,4)|(4,8)|(1,3)|(4,6)|(4,7)|(7,15)|(7,18)|(7,11)|(7,13)|(7,12)|(1,12)|
(1,5)|(4,5)|(4,9)|(1,4)|(4,7)|(4,8)|(7,14)|(7,17)|(7,10)|(7,12)|(7,11)|(1,11)|
(1,6)|(4,6)|(4,10)|(1,5)|(4,8)|(4,9)|(7,13)|(7,16)|(7,9)|(7,11)|(7,10)|(1,10)|
(1,7)|(4,7)|(4,11)|(1,6)|(4,9)|(4,10)|(7,12)|(7,15)|(7,8)|(7,10)|(7,9)|(1,9)|
(1,8)|(4,8)|(4,12)|(1,7)|(4,10)|(4,11)|(7,11)|(7,14)|(7,7)|(7,9)|(7,8)|(2,9)|
(1,9)|(4,9)|(4,13)|(1,8)|(4,11)|(4,12)|(7,10)|(7,13)|(7,6)|(7,8)|(7,7)|(3,9)|
(1,10)|(4,10)|(4,14)|(1,9)|(4,12)|(4,13)|(7,9)|(7,12)|(7,5)|(7,7)|(7,6)|(4,9)|
(1,11)|(4,11)|(4,15)|(1,10)|(4,13)|(4,14)|(7,8)|(7,11)|(7,4)|(7,6)|(7,5)|(4,8)|
(1,12)|(4,12)|(4,16)|(1,11)|(4,14)|(4,15)|(7,7)|(7,10)|(7,3)|(7,5)|(7,4)|(4,7)|
(1,13)|(4,13)|(4,17)|(1,12)|(4,15)|(4,16)|(7,6)|(7,9)|(7,2)|(7,4)|(7,3)|(4,6)|
(1,14)|(4,14)|(4,18)|(1,13)|(4,16)|(4,17)|(7,5)|(7,8)|(7,1)|(7,3)|(7,2)|(4,5)|
(1,15)|(4,15)|(5,18)|(1,14)|(4,17)|(4,18)|(7,4)|(7,7)|(6,1)|(7,2)|(7,1)|(4,4)|
(1,16)|(4,16)|(6,18)|(1,15)|(3,17)|(5,18)|(7,3)|(7,6)|(5,1)|(7,1)|(6,1)|(4,3)|
(1,17)|(4,17)|(6,18)|(1,16)|(2,17)|(5,18)|(7,2)|(7,5)|(4,1)|(8,1)|(5,1)|(4,2)|
(1,18)|(3,17)|(6,18)|(1,17)|(2,17)|(5,18)|(7,1)|(7,4)|(3,1)|(8,1)|(5,0)|(4,1)|
(2,18)|(3,17)|(6,18)|(0,17)|(2,17)|(5,18)|(6,1)|(7,3)|(3,1)|(8,1)|(4,0)|(4,1)|
(2,18)|(3,17)|(6,18)|(0,18)|(2,17)|(5,18)|(6,1)|(7,2)|(3,1)|(8,1)|(3,0)|(4,0)|
(2,18)|(3,17)|(6,18)|(0,18)|(2,17)|(5,18)|(6,1)|(7,1)|(3,1)|(8,1)|(3,0)|(4,0)|
(2,18)|(3,17)|(6,18)|(0,18)|(2,17)|(5,18)|(6,1)|(7,0)|(3,1)|(8,1)|(3,0)|(4,0)|
(2,18)|(3,17)|(6,18)|(0,18)|(2,17)|(5,18)|(6,1)|(8,0)|(3,1)|(8,1)|(3,0)|(4,0)|
