9x19_left2_right2,9,19,14,84,14,Time: 4150.80900000036 : 
(5,1)|(5,0)|(0,0)|(8,1)|(1,0)|(4,1)|(3,0)|(4,18)|(0,18)|(1,17)|(8,18)|(8,17)|(3,18)|(2,18)|
(6,1)|(5,1)|(0,1)|(7,1)|(1,1)|(4,2)|(3,1)|(4,17)|(0,17)|(2,17)|(7,18)|(7,17)|(3,17)|(1,18)|
(7,1)|(6,1)|(1,1)|(7,2)|(2,1)|(4,3)|(4,1)|(4,16)|(1,17)|(3,17)|(6,18)|(6,17)|(4,17)|(1,18)|
(7,2)|(7,1)|(2,1)|(7,3)|(3,1)|(4,4)|(5,1)|(4,15)|(1,16)|(4,17)|(5,18)|(5,17)|(4,16)|(1,17)|
(7,3)|(7,2)|(3,1)|(7,4)|(4,1)|(4,5)|(6,1)|(4,14)|(1,15)|(4,16)|(4,18)|(4,17)|(4,15)|(1,16)|
(7,4)|(7,3)|(4,1)|(7,5)|(5,1)|(4,6)|(7,1)|(4,13)|(1,14)|(4,15)|(4,17)|(4,16)|(4,14)|(1,15)|
(7,5)|(7,4)|(5,1)|(7,6)|(6,1)|(4,7)|(7,2)|(4,12)|(1,13)|(4,14)|(4,16)|(4,15)|(4,13)|(1,14)|
(7,6)|(7,5)|(6,1)|(7,7)|(7,1)|(4,8)|(7,3)|(4,11)|(1,12)|(4,13)|(4,15)|(4,14)|(4,12)|(1,13)|
(7,7)|(7,6)|(7,1)|(7,8)|(7,2)|(4,9)|(7,4)|(4,10)|(1,11)|(4,12)|(4,14)|(4,13)|(4,11)|(1,12)|
(7,8)|(7,7)|(7,2)|(7,9)|(7,3)|(3,9)|(7,5)|(4,9)|(1,10)|(4,11)|(4,13)|(4,12)|(4,10)|(1,11)|
(7,9)|(7,8)|(7,3)|(7,10)|(7,4)|(2,9)|(7,6)|(4,8)|(1,9)|(4,10)|(4,12)|(4,11)|(4,9)|(1,10)|
(7,10)|(7,9)|(7,4)|(7,11)|(7,5)|(2,9)|(7,7)|(4,7)|(1,8)|(4,9)|(4,11)|(4,10)|(4,8)|(1,9)|
(7,11)|(7,10)|(7,5)|(7,12)|(7,6)|(1,9)|(7,8)|(4,6)|(1,7)|(4,8)|(4,10)|(4,9)|(4,7)|(1,8)|
(7,12)|(7,11)|(7,6)|(7,13)|(7,7)|(1,10)|(7,9)|(4,5)|(1,6)|(4,7)|(4,9)|(4,8)|(4,6)|(1,7)|
(7,13)|(7,12)|(7,7)|(7,14)|(7,8)|(1,11)|(7,10)|(4,4)|(1,5)|(4,6)|(4,8)|(4,7)|(4,5)|(1,6)|
(7,14)|(7,13)|(7,8)|(7,15)|(7,9)|(1,12)|(7,11)|(4,3)|(1,4)|(4,5)|(4,7)|(4,6)|(4,4)|(1,5)|
(7,15)|(7,14)|(7,9)|(7,16)|(7,10)|(1,13)|(7,12)|(4,2)|(1,3)|(4,4)|(4,6)|(4,5)|(4,3)|(1,4)|
(7,16)|(7,15)|(7,10)|(7,17)|(7,11)|(1,14)|(7,13)|(4,1)|(1,2)|(4,3)|(4,5)|(4,4)|(4,2)|(1,3)|
(7,17)|(7,16)|(7,11)|(7,18)|(7,12)|(1,15)|(7,14)|(3,1)|(1,1)|(4,2)|(4,4)|(4,3)|(4,1)|(1,2)|
(6,17)|(7,17)|(7,12)|(8,18)|(7,13)|(1,16)|(7,15)|(3,0)|(1,0)|(4,1)|(4,3)|(4,2)|(4,0)|(1,1)|
(6,18)|(6,17)|(7,13)|(8,18)|(7,14)|(1,17)|(7,16)|(3,0)|(1,0)|(5,1)|(4,2)|(4,1)|(5,0)|(1,1)|
(6,17)|(5,17)|(7,14)|(8,18)|(7,15)|(1,17)|(7,17)|(3,0)|(1,0)|(6,1)|(4,1)|(5,1)|(5,0)|(1,1)|
(6,17)|(5,17)|(7,15)|(8,18)|(7,16)|(1,17)|(7,18)|(3,0)|(1,0)|(7,1)|(4,0)|(6,1)|(5,0)|(1,1)|
(6,17)|(5,17)|(7,16)|(8,18)|(7,17)|(1,17)|(7,18)|(3,0)|(1,0)|(7,0)|(4,0)|(6,1)|(5,0)|(1,1)|
(6,17)|(5,17)|(7,17)|(8,18)|(8,17)|(1,17)|(7,18)|(3,0)|(1,0)|(7,0)|(4,0)|(6,1)|(5,0)|(1,1)|
