9x19_left2_right2,9,19,6,84,27,Time: 140.761 : 
(7,0)|(4,1)|(8,1)|(8,18)|(3,18)|(7,17)|
(6,0)|(4,2)|(7,1)|(7,18)|(2,18)|(7,16)|
(5,0)|(4,3)|(7,2)|(7,17)|(1,18)|(7,15)|
(4,0)|(4,4)|(7,3)|(7,16)|(1,17)|(7,14)|
(4,1)|(4,5)|(7,4)|(7,15)|(1,16)|(7,13)|
(4,2)|(4,6)|(7,5)|(7,14)|(1,15)|(7,12)|
(4,3)|(4,7)|(7,6)|(7,13)|(1,14)|(7,11)|
(4,4)|(4,8)|(7,7)|(7,12)|(1,13)|(7,10)|
(4,5)|(4,9)|(7,8)|(7,11)|(1,12)|(7,9)|
(4,6)|(4,10)|(7,9)|(7,10)|(1,11)|(6,9)|
(4,7)|(4,11)|(8,9)|(7,9)|(1,10)|(5,9)|
(4,8)|(4,12)|(7,9)|(7,8)|(1,9)|(4,9)|
(4,9)|(4,13)|(7,10)|(7,7)|(1,8)|(3,9)|
(4,10)|(4,14)|(7,11)|(7,6)|(1,7)|(2,9)|
(4,11)|(4,15)|(7,12)|(7,5)|(1,6)|(1,9)|
(4,12)|(4,16)|(7,13)|(7,4)|(1,5)|(1,8)|
(4,13)|(4,17)|(7,14)|(7,3)|(1,4)|(1,7)|
(4,14)|(4,18)|(7,15)|(7,2)|(1,3)|(1,6)|
(4,15)|(5,18)|(7,16)|(7,1)|(1,2)|(1,5)|
(4,16)|(6,18)|(7,17)|(6,1)|(1,1)|(1,4)|
(4,17)|(6,18)|(7,18)|(5,1)|(0,1)|(1,3)|
(3,17)|(6,18)|(8,18)|(5,0)|(0,0)|(1,2)|
(3,17)|(6,18)|(8,18)|(5,0)|(0,0)|(1,1)|
(3,17)|(6,18)|(8,18)|(5,0)|(0,0)|(2,1)|
