9x19_left2_right2,9,19,6,84,20,Time: 73.4140000000007 : 
(7,0)|(6,1)|(0,1)|(1,18)|(7,18)|(6,18)|
(6,0)|(5,1)|(1,1)|(1,17)|(7,17)|(6,17)|
(5,0)|(4,1)|(1,2)|(1,16)|(7,16)|(7,17)|
(4,0)|(4,2)|(1,3)|(1,15)|(7,15)|(7,16)|
(4,1)|(4,3)|(1,4)|(1,14)|(7,14)|(7,15)|
(4,2)|(4,4)|(1,5)|(1,13)|(7,13)|(7,14)|
(4,3)|(4,5)|(1,6)|(1,12)|(7,12)|(7,13)|
(4,4)|(4,6)|(1,7)|(1,11)|(7,11)|(7,12)|
(4,5)|(4,7)|(1,8)|(1,10)|(7,10)|(7,11)|
(4,6)|(4,8)|(1,8)|(1,9)|(7,9)|(7,10)|
(4,7)|(4,9)|(1,9)|(2,9)|(7,8)|(7,9)|
(4,8)|(4,10)|(1,10)|(1,9)|(7,7)|(7,8)|
(4,9)|(4,11)|(1,11)|(1,8)|(7,6)|(7,7)|
(3,9)|(4,12)|(1,12)|(1,7)|(7,5)|(7,6)|
(2,9)|(4,13)|(1,13)|(1,6)|(7,4)|(7,5)|
(1,9)|(4,14)|(1,14)|(1,5)|(7,3)|(7,4)|
(1,10)|(4,15)|(1,15)|(1,4)|(7,2)|(7,3)|
(1,11)|(4,16)|(1,16)|(1,3)|(7,1)|(7,2)|
(1,12)|(4,17)|(1,17)|(1,2)|(6,1)|(7,1)|
(1,13)|(4,17)|(0,17)|(1,1)|(5,1)|(6,1)|
(1,14)|(4,17)|(0,17)|(2,1)|(4,1)|(5,1)|
(1,15)|(4,17)|(0,17)|(2,0)|(3,1)|(5,0)|
(1,16)|(4,17)|(0,17)|(3,0)|(2,1)|(5,0)|
(1,17)|(4,17)|(0,17)|(3,0)|(1,1)|(5,0)|
